date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:57	22007/22007	---MCZ	200	added ('OK')	text/html	etag:W/%2255f7-sREUEgc8oge7NDyjPI6VHxgF1qw%22	https://es.javascript.info/getting-started	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/getting-started.html	(from https://es.javascript.info/)
22:11:57	35196/35196	---MCZ	200	added ('OK')	text/html	etag:W/%22897c-wcCrHvvJcBRXyNDe/nv9vSJA3Ng%22	https://es.javascript.info/intro	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/intro.html	(from https://es.javascript.info/)
22:11:57	26694/26694	---MCZ	200	added ('OK')	text/html	etag:W/%226846-1CYrXaiKQ6CLapcOt83caqDBhDE%22	https://es.javascript.info/manuals-specifications	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/manuals-specifications.html	(from https://es.javascript.info/)
22:11:58	27040/27040	---MCZ	200	added ('OK')	text/html	etag:W/%2269a0-ZKVE3LZdrRMI9036ydwdXUu+y/0%22	https://es.javascript.info/code-editors	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/code-editors.html	(from https://es.javascript.info/)
22:11:58	28564/28564	---MCZ	200	added ('OK')	text/html	etag:W/%226f94-/166s6Ul2+UG0LTGYSXmPihH4sc%22	https://es.javascript.info/devtools	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/devtools.html	(from https://es.javascript.info/)
22:11:58	23667/23667	---MCZ	200	added ('OK')	text/html	etag:W/%225c73-AQm/4bVfTC4mkgCf6VcHfPiFCG8%22	https://es.javascript.info/first-steps	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/first-steps.html	(from https://es.javascript.info/)
22:11:58	36185/36185	---MCZ	200	added ('OK')	text/html	etag:W/%228d59-uYVEqHQd8VrOThJz+G+F2TpCdRA%22	https://es.javascript.info/hello-world	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/hello-world.html	(from https://es.javascript.info/)
22:11:58	37801/37801	---MCZ	200	added ('OK')	text/html	etag:W/%2293a9-fXmVFquU9ErjCa95AQ5eb7blLjk%22	https://es.javascript.info/structure	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/structure.html	(from https://es.javascript.info/)
22:11:59	29221/29221	---MCZ	200	added ('OK')	text/html	etag:W/%227225-HJKcpjyGJWTPutDf1fJ98ExnsQg%22	https://es.javascript.info/strict-mode	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/strict-mode.html	(from https://es.javascript.info/)
22:11:59	59563/59563	---MCZ	200	added ('OK')	text/html	etag:W/%22e8ab-Nm+cWlJ3UjAMKthC073yhEQOWSI%22	https://es.javascript.info/variables	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/variables.html	(from https://es.javascript.info/)
22:11:59	50503/50503	---MCZ	200	added ('OK')	text/html	etag:W/%22c547-hy4dDi4Lp05CZCJ8T0axYwNLTGA%22	https://es.javascript.info/types	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/types.html	(from https://es.javascript.info/)
22:11:59	34730/34730	---MCZ	200	added ('OK')	text/html	etag:W/%2287aa-U0Xr+0E7RjQahxLlW4sduXs985U%22	https://es.javascript.info/alert-prompt-confirm	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/alert-prompt-confirm.html	(from https://es.javascript.info/)
22:11:59	37280/37280	---MCZ	200	added ('OK')	text/html	etag:W/%2291a0-PFraN8F8X0EvW4HtEzdYHchzOTo%22	https://es.javascript.info/type-conversions	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/type-conversions.html	(from https://es.javascript.info/)
22:12:00	77982/77982	---MCZ	200	added ('OK')	text/html	etag:W/%221309e-CLGtPfPaI+obcEzbiotBpI7HePg%22	https://es.javascript.info/operators	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/operators.html	(from https://es.javascript.info/)
22:12:00	47137/47137	---MCZ	200	added ('OK')	text/html	etag:W/%22b821-jDpLFgigw+tw0uJ1QSN5DuLdcPI%22	https://es.javascript.info/comparison	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/comparison.html	(from https://es.javascript.info/)
22:12:00	50794/50794	---MCZ	200	added ('OK')	text/html	etag:W/%22c66a-vM12Nfqblv7yDTdMvZEbPXhdf/c%22	https://es.javascript.info/ifelse	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/ifelse.html	(from https://es.javascript.info/)
22:12:00	70229/70229	---MCZ	200	added ('OK')	text/html	etag:W/%2211255-DvcbZcE8JvsyoO8v3u18mYhnhPE%22	https://es.javascript.info/logical-operators	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/logical-operators.html	(from https://es.javascript.info/)
22:12:01	37979/37979	---MCZ	200	added ('OK')	text/html	etag:W/%22945b-s2qPdQkhkCaftMCX0evloyMQadU%22	https://es.javascript.info/nullish-coalescing-operator	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/nullish-coalescing-operator.html	(from https://es.javascript.info/)
22:12:01	73978/73978	---MCZ	200	added ('OK')	text/html	etag:W/%22120fa-nAUqxH1dpaDOHgfH/22cfZPsz8g%22	https://es.javascript.info/while-for	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/while-for.html	(from https://es.javascript.info/)
22:12:01	38635/38635	---MCZ	200	added ('OK')	text/html	etag:W/%2296eb-udwqt5gYyR6b2cOcCSmA+QmJflU%22	https://es.javascript.info/switch	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/switch.html	(from https://es.javascript.info/)
22:12:01	71353/71353	---MCZ	200	added ('OK')	text/html	etag:W/%22116b9-814ONxXeuYxYhbToAiQhrQ0WsBg%22	https://es.javascript.info/function-basics	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/function-basics.html	(from https://es.javascript.info/)
22:12:01	47953/47953	---MCZ	200	added ('OK')	text/html	etag:W/%22bb51-uznO0nIOcSi584IVa+4n4ESKvW8%22	https://es.javascript.info/function-expressions	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/function-expressions.html	(from https://es.javascript.info/)
22:12:02	34983/34983	---MCZ	200	added ('OK')	text/html	etag:W/%2288a7-3jQBhkUfDWoURYnslw7PgA55j6Y%22	https://es.javascript.info/arrow-functions-basics	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/arrow-functions-basics.html	(from https://es.javascript.info/)
22:12:02	42585/42585	---MCZ	200	added ('OK')	text/html	etag:W/%22a659-79PxogbjfGGdXlFwS2ive5SlOYk%22	https://es.javascript.info/javascript-specials	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/javascript-specials.html	(from https://es.javascript.info/)
22:12:02	22326/22326	---MCZ	200	added ('OK')	text/html	etag:W/%225736-sumDOriZP7omRQX3wabAsaASnqU%22	https://es.javascript.info/code-quality	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/code-quality.html	(from https://es.javascript.info/)
22:12:02	40986/40986	---MCZ	200	added ('OK')	text/html	etag:W/%22a01a-0n2NxFPzE8A0F+0SMXwRsVxrOOw%22	https://es.javascript.info/debugging-chrome	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/debugging-chrome.html	(from https://es.javascript.info/)
22:12:03	45310/45310	---MCZ	200	added ('OK')	text/html	etag:W/%22b0fe-0qTgnaeH/gMfEa5p9LjzAz6Br6E%22	https://es.javascript.info/coding-style	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/coding-style.html	(from https://es.javascript.info/)
22:12:03	32133/32133	---MCZ	200	added ('OK')	text/html	etag:W/%227d85-WZ9mviVsrid88X6dpQPmK8rGKlM%22	https://es.javascript.info/comments	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/comments.html	(from https://es.javascript.info/)
22:12:03	40734/40734	---MCZ	200	added ('OK')	text/html	etag:W/%229f1e-xDjTIHqEHWsiRY7zsY/ss4AHmIk%22	https://es.javascript.info/ninja-code	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/ninja-code.html	(from https://es.javascript.info/)
22:12:03	56481/56481	---MCZ	200	added ('OK')	text/html	etag:W/%22dca1-H3y3n+Xx+x4oO0rvQu6Wx/jlvEE%22	https://es.javascript.info/testing-mocha	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/testing-mocha.html	(from https://es.javascript.info/)
22:12:03	29682/29682	---MCZ	200	added ('OK')	text/html	etag:W/%2273f2-WcjYdHyPfA3vCOJxfz68Ef07FgI%22	https://es.javascript.info/polyfills	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/polyfills.html	(from https://es.javascript.info/)
22:12:04	22493/22493	---MCZ	200	added ('OK')	text/html	etag:W/%2257dd-HWEYLddPD/mJPnTooBvbFznT+fA%22	https://es.javascript.info/object-basics	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object-basics.html	(from https://es.javascript.info/)
22:12:04	71228/71228	---MCZ	200	added ('OK')	text/html	etag:W/%221163c-aGWGkvT2wY7Fz4FexzplxVDzVME%22	https://es.javascript.info/object	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object.html	(from https://es.javascript.info/)
22:12:04	46770/46770	---MCZ	200	added ('OK')	text/html	etag:W/%22b6b2-vjWxz3DWIjpX4/2Rp/cflFG7wVg%22	https://es.javascript.info/object-copy	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object-copy.html	(from https://es.javascript.info/)
22:12:04	41647/41647	---MCZ	200	added ('OK')	text/html	etag:W/%22a2af-Q7YUfROUvy1vLy2TgSO4X7tixjY%22	https://es.javascript.info/garbage-collection	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/garbage-collection.html	(from https://es.javascript.info/)
22:12:05	53563/53563	---MCZ	200	added ('OK')	text/html	etag:W/%22d13b-vEjmswO8hOsPYRrN6jXw/R6s480%22	https://es.javascript.info/object-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object-methods.html	(from https://es.javascript.info/)
22:12:05	47965/47965	---MCZ	200	added ('OK')	text/html	etag:W/%22bb5d-q44d8AGofJOdjSH04W9iuvkV4pk%22	https://es.javascript.info/constructor-new	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/constructor-new.html	(from https://es.javascript.info/)
22:12:05	44882/44882	---MCZ	200	added ('OK')	text/html	etag:W/%22af52-CyIhXrMkJKIwO9/EhPrDvbB2D7c%22	https://es.javascript.info/optional-chaining	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/optional-chaining.html	(from https://es.javascript.info/)
22:12:05	45349/45349	---MCZ	200	added ('OK')	text/html	etag:W/%22b125-i00HbYJB8WMxnOmS83GhW2inWhY%22	https://es.javascript.info/symbol	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/symbol.html	(from https://es.javascript.info/)
22:12:05	44706/44706	---MCZ	200	added ('OK')	text/html	etag:W/%22aea2-1vlVaBHCFUMQXL+9A5VJGHs70NE%22	https://es.javascript.info/object-toprimitive	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object-toprimitive.html	(from https://es.javascript.info/)
22:12:06	22849/22849	---MCZ	200	added ('OK')	text/html	etag:W/%225941-pf/seCtMHJDhv93hpL4cURhrU30%22	https://es.javascript.info/data-types	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/data-types.html	(from https://es.javascript.info/)
22:12:06	37324/37324	---MCZ	200	added ('OK')	text/html	etag:W/%2291cc-KONflEIyW5kw7ZG7FmmZh9NX/dU%22	https://es.javascript.info/primitives-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/primitives-methods.html	(from https://es.javascript.info/)
22:12:06	98336/98336	---MCZ	200	added ('OK')	text/html	etag:W/%2218020-5fA1rbDAGrl8gzZ53Hqqzh4o96M%22	https://es.javascript.info/number	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/number.html	(from https://es.javascript.info/)
22:12:06	87273/87273	---MCZ	200	added ('OK')	text/html	etag:W/%22154e9-t/CyEUxbiolzoaD1g4uOcq3B3qw%22	https://es.javascript.info/string	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/string.html	(from https://es.javascript.info/)
22:12:07	88317/88317	---MCZ	200	added ('OK')	text/html	etag:W/%22158fd-BU1UqYwQW2EoRmqvLn9oipGMT38%22	https://es.javascript.info/array	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/array.html	(from https://es.javascript.info/)
22:12:07	136496/136496	---MCZ	200	added ('OK')	text/html	etag:W/%2221530-zdaxWgWqvDkp1IcetR44RXucITQ%22	https://es.javascript.info/array-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/array-methods.html	(from https://es.javascript.info/)
22:12:07	45265/45265	---MCZ	200	added ('OK')	text/html	etag:W/%22b0d1-l37nM3dfPN//IgZY4QUcLa2QvaY%22	https://es.javascript.info/iterable	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/iterable.html	(from https://es.javascript.info/)
22:12:07	62957/62957	---MCZ	200	added ('OK')	text/html	etag:W/%22f5ed-H4EwGl8Huy6cVaon9QydPgItU98%22	https://es.javascript.info/map-set	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/map-set.html	(from https://es.javascript.info/)
22:12:07	49779/49779	---MCZ	200	added ('OK')	text/html	etag:W/%22c273-G4faTp0BGUIhm0Hrhvl4eZGPJMg%22	https://es.javascript.info/weakmap-weakset	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/weakmap-weakset.html	(from https://es.javascript.info/)
22:12:08	36116/36116	---MCZ	200	added ('OK')	text/html	etag:W/%228d14-IGd0YQ1HiDmKv86nvQGshIsE5Lw%22	https://es.javascript.info/keys-values-entries	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/keys-values-entries.html	(from https://es.javascript.info/)
22:12:08	73133/73133	---MCZ	200	added ('OK')	text/html	etag:W/%2211dad-ttS+BM/CIuHGoEOl71DVxfzR0lg%22	https://es.javascript.info/destructuring-assignment	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/destructuring-assignment.html	(from https://es.javascript.info/)
22:12:08	91866/91866	---MCZ	200	added ('OK')	text/html	etag:W/%22166da-+v6JJvwuEPSwBsfOd1LcGDhF9Y8%22	https://es.javascript.info/date	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/date.html	(from https://es.javascript.info/)
22:12:08	62281/62281	---MCZ	200	added ('OK')	text/html	etag:W/%22f349-2BGtS9a+pssYXSU4GHxOlB6noFk%22	https://es.javascript.info/json	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/json.html	(from https://es.javascript.info/)
22:12:09	23128/23128	---MCZ	200	added ('OK')	text/html	etag:W/%225a58-VPfRd78r5nQI+ni2h5aqTk7x6ec%22	https://es.javascript.info/advanced-functions	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/advanced-functions.html	(from https://es.javascript.info/)
22:12:09	88545/88545	---MCZ	200	added ('OK')	text/html	etag:W/%22159e1-wvtI4ZrqU7IE8XXb3JTQ5vpF8m8%22	https://es.javascript.info/recursion	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/recursion.html	(from https://es.javascript.info/)
22:12:09	45877/45877	---MCZ	200	added ('OK')	text/html	etag:W/%22b335-e9B94yow6Lw2V6TKgJKT2CCioN4%22	https://es.javascript.info/rest-parameters-spread	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/rest-parameters-spread.html	(from https://es.javascript.info/)
22:12:09	90649/90649	---MCZ	200	added ('OK')	text/html	etag:W/%2216219-rpUf6v0/iAspXWE0LgmP5WynkA4%22	https://es.javascript.info/closure	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/closure.html	(from https://es.javascript.info/)
22:12:09	45502/45502	---MCZ	200	added ('OK')	text/html	etag:W/%22b1be-/R3VKSNTSi2oLKVbPxn1aqPdEto%22	https://es.javascript.info/var	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/var.html	(from https://es.javascript.info/)
22:12:10	31851/31851	---MCZ	200	added ('OK')	text/html	etag:W/%227c6b-M/Cf4Ae+ivnlEbgYAbO1DrndUXA%22	https://es.javascript.info/global-object	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/global-object.html	(from https://es.javascript.info/)
22:12:10	55614/55614	---MCZ	200	added ('OK')	text/html	etag:W/%22d93e-Yq+3cC5tmv4GnJujWrEzz+A28IU%22	https://es.javascript.info/function-object	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/function-object.html	(from https://es.javascript.info/)
22:12:10	32599/32599	---MCZ	200	added ('OK')	text/html	etag:W/%227f57-QHgKhLQP5Qp+P4wunk2o00PNmT8%22	https://es.javascript.info/new-function	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/new-function.html	(from https://es.javascript.info/)
22:12:10	55102/55102	---MCZ	200	added ('OK')	text/html	etag:W/%22d73e-ZL5dEVvy64loKd8+HczZ91Gg1vk%22	https://es.javascript.info/settimeout-setinterval	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/settimeout-setinterval.html	(from https://es.javascript.info/)
22:12:11	71725/71725	---MCZ	200	added ('OK')	text/html	etag:W/%221182d-OJIJNztyGOvomgisv7DOOXX3jpg%22	https://es.javascript.info/call-apply-decorators	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/call-apply-decorators.html	(from https://es.javascript.info/)
22:12:11	59982/59982	---MCZ	200	added ('OK')	text/html	etag:W/%22ea4e-mA10zO/2ioJPxrc1l5EVTKcTI7Q%22	https://es.javascript.info/bind	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/bind.html	(from https://es.javascript.info/)
22:12:11	31208/31208	---MCZ	200	added ('OK')	text/html	etag:W/%2279e8-A3U9tpbAKszLJzcNL72tqO8iqh0%22	https://es.javascript.info/arrow-functions	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/arrow-functions.html	(from https://es.javascript.info/)
22:12:11	22194/22194	---MCZ	200	added ('OK')	text/html	etag:W/%2256b2-Y2l6CIkdUx3Vg+q3W0QeLL7fwxg%22	https://es.javascript.info/object-properties	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/object-properties.html	(from https://es.javascript.info/)
22:12:11	47559/47559	---MCZ	200	added ('OK')	text/html	etag:W/%22b9c7-OmwsiGdLxCZjddS/1a4fmM6lpZQ%22	https://es.javascript.info/property-descriptors	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/property-descriptors.html	(from https://es.javascript.info/)
22:12:12	38224/38224	---MCZ	200	added ('OK')	text/html	etag:W/%229550-VPQFhEnj5L1PpneGro2SQOEcaW0%22	https://es.javascript.info/property-accessors	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/property-accessors.html	(from https://es.javascript.info/)
22:12:12	21973/21973	---MCZ	200	added ('OK')	text/html	etag:W/%2255d5-CApWtpf4PBd2Fm3wFLUUUrd8soo%22	https://es.javascript.info/prototypes	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/prototypes.html	(from https://es.javascript.info/)
22:12:12	60082/60082	---MCZ	200	added ('OK')	text/html	etag:W/%22eab2-SWUIov4YOU6mCKn10cOi+8+5Gsc%22	https://es.javascript.info/prototype-inheritance	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/prototype-inheritance.html	(from https://es.javascript.info/)
22:12:12	46785/46785	---MCZ	200	added ('OK')	text/html	etag:W/%22b6c1-7AuZBsNpyActFqlYTy9PCNsqxEg%22	https://es.javascript.info/function-prototype	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/function-prototype.html	(from https://es.javascript.info/)
22:12:13	48346/48346	---MCZ	200	added ('OK')	text/html	etag:W/%22bcda-xVXIVx/HkVRCCuZ1mEL/MfTGx7I%22	https://es.javascript.info/native-prototypes	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/native-prototypes.html	(from https://es.javascript.info/)
22:12:13	49670/49670	---MCZ	200	added ('OK')	text/html	etag:W/%22c206-GtVpd0RbQ9U/xi6gWKcUJKmrh+M%22	https://es.javascript.info/prototype-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/prototype-methods.html	(from https://es.javascript.info/)
22:12:13	22199/22199	---MCZ	200	added ('OK')	text/html	etag:W/%2256b7-iotoH2/iG/sLEv0zfTArsE1To7w%22	https://es.javascript.info/classes	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/classes.html	(from https://es.javascript.info/)
22:12:13	52080/52080	---MCZ	200	added ('OK')	text/html	etag:W/%22cb70-ux4blsjyGYyKGX2Je8Gk1nZV92c%22	https://es.javascript.info/class	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/class.html	(from https://es.javascript.info/)
22:12:13	67003/67003	---MCZ	200	added ('OK')	text/html	etag:W/%22105bb-27J/EcWWTyQc3baLNJUqW/tuauE%22	https://es.javascript.info/class-inheritance	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/class-inheritance.html	(from https://es.javascript.info/)
22:12:14	47765/47765	---MCZ	200	added ('OK')	text/html	etag:W/%22ba95-uBFhs86acYCl8sEsCY7HtatO1SE%22	https://es.javascript.info/static-properties-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/static-properties-methods.html	(from https://es.javascript.info/)
22:12:14	44478/44478	---MCZ	200	added ('OK')	text/html	etag:W/%22adbe-aYSq74D8UjrTQIFS8SV1YZUvJ3c%22	https://es.javascript.info/private-protected-properties-methods	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/private-protected-properties-methods.html	(from https://es.javascript.info/)
22:12:14	29514/29514	---MCZ	200	added ('OK')	text/html	etag:W/%22734a-hpHZpCtNi2br4vbLooaqvI0CJwE%22	https://es.javascript.info/extend-natives	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/extend-natives.html	(from https://es.javascript.info/)
22:12:14	43574/43574	---MCZ	200	added ('OK')	text/html	etag:W/%22aa36-Dyry962oKig1FOgNhMDDgmjzLEI%22	https://es.javascript.info/instanceof	C:/Mis%20lugares%20Web/Javascript.info/es.javascript.info/instanceof.html	(from https://es.javascript.info/)
